Season,TeamID,Score,Poss,ORtg,DRtg,AdjO,AdjD,AdjNetRtg,SOS_NetRtg,SOS_ORtg,SOS_DRtg,Expected Win%
2003,1102,57.25,55.16160714285714,103.75471665561231,103.81539802579768,103.27355517995396,101.27031067451726,2.0032445054366974,2.124377338373545,102.10658094655444,99.98220360818088,0.49724700888986934
2003,1103,78.77777777777777,70.98333333333333,110.56513300980569,110.62762209463617,108.535467656694,111.19312257160367,-2.6576549149096707,-2.3416483455522052,99.4356076872997,101.77725603285191,0.49281852640797746
2003,1104,69.28571428571429,66.83392857142857,103.36997383517628,98.05506794939883,110.0425108413348,92.99869160276582,17.043819238568986,11.826653860711405,105.67237226348549,93.84571840277408,0.6163981086705248
2003,1105,71.76923076923077,77.14615384615385,92.99917414975786,100.98188642902922,88.9724609086681,109.05247801519566,-20.080017106527563,-12.158912127305447,92.26321667129592,104.42212879860138,0.3273708629559672
2003,1106,63.607142857142854,67.85625,93.64822021684986,94.46018222934309,89.38231412141225,98.82010678355424,-9.437792662141987,-9.765981060730185,94.92238480301728,104.68836586374746,0.507458274002995
2003,1107,65.92857142857143,68.21517857142858,96.40815152189718,109.29221423577405,94.53060838014586,111.89184879671875,-17.361240416572883,-4.455622100186888,97.57586774620073,102.03148984638763,0.23627019414708705
2003,1108,69.0909090909091,74.00681818181818,93.57364302543706,98.3649953314648,90.25817135337003,103.56907960623924,-13.310908252869211,-8.427638730658046,95.06760944944263,103.49524818010067,0.3908040729827959
2003,1110,66.36666666666666,64.55333333333333,103.16370970815234,96.31183349893368,102.01154299093099,99.89860757365213,2.1129354172788624,-4.791708728984588,96.44366832712737,101.23537705611196,0.6519666092912205
2003,1111,83.26923076923077,80.13365384615385,104.02947684191996,102.09029604755922,101.82343769364019,103.73773109363998,-1.9142933999997922,-4.02895600542991,98.16331426686014,102.19227027229006,0.5479130443404607
2003,1112,85.21428571428571,77.19642857142857,110.62362621769137,91.7822112656041,115.32358124029751,87.63160337654793,27.691977863749585,8.518727112354103,104.69295860373644,96.17423149138234,0.8510706098076631
2003,1113,75.96551724137932,69.65517241379311,109.23105544618178,98.75144242793753,114.24764162190895,94.47658157469297,19.771060047215983,8.776170666425784,104.33996069318681,95.56379002676103,0.7309672225770195
2003,1114,70.03571428571429,69.29642857142856,100.81662506162601,100.05526461401676,100.19074575438799,100.87798532499335,-0.6872395706053567,-1.283567322187258,99.14169991945973,100.42526724164699,0.5135495852022952
2003,1115,54.5,71.79196428571429,75.72401940836792,102.64907366515823,74.12310132723546,104.35079032042366,-30.227688993188195,-3.6530026368485324,98.22199997355558,101.8750026104041,0.08196971143659704
2003,1116,61.642857142857146,67.01071428571429,92.19146016237559,99.7338993455718,98.07889506643355,93.20400610705008,4.874888959383469,12.608006932308685,106.67482460242607,94.0668176701174,0.3311450497242175
2003,1117,71.11538461538461,67.17596153846154,105.83859599257609,105.21868762311189,105.68171653856868,106.68748842351874,-1.0057718849500645,-1.5419413590513331,98.57310077660651,100.11504213565784,0.5121832578299043
2003,1119,53.68,63.082,85.17386781512498,106.37979990407547,84.1504174984323,110.49608256740865,-26.345665068976345,-4.650967779898846,96.64659517162607,101.29756295152491,0.12214793374928083
2003,1120,70.1,68.04,102.6415560421024,96.59541116601036,107.61028913132708,91.7788352008234,15.831453930503685,9.78514484798898,104.81954973429505,95.03440488630606,0.6340577401379154
2003,1122,69.70370370370371,68.06666666666666,102.61958629711344,99.42441439866806,99.16706283713091,98.93374710229436,0.23331573483655177,-2.7983370812650907,100.51810299593696,103.31644007720205,0.5684683547254735
2003,1123,73.3,70.64666666666668,103.41775122253954,107.56658131700712,103.98297015153165,106.01459275333036,-2.0316226017987162,2.121453616179572,101.4687987265545,99.34734511037492,0.40671736779034967
2003,1124,69.0,67.90089285714286,101.65455339222645,100.3078614911688,106.17734741308809,97.33901247316005,8.838334939928032,6.884653245408716,102.5960626343342,95.71140938892549,0.5442855045522106
2003,1125,72.46428571428571,70.13392857142857,103.68778084769973,101.39669051583004,101.12484161004488,103.16717749156872,-2.04233588152384,-3.950139667715149,98.51919215665421,102.46933182436938,0.5432508148463249
2003,1126,64.7,68.23833333333333,94.76847181228395,105.02590689355041,90.2731481221206,111.79722734635432,-21.524079224233716,-10.82433140410546,94.05062732016056,104.87495872426601,0.27434179672547415
2003,1127,66.55555555555556,68.15555555555555,97.81081098136475,97.3257469817594,95.1174604369157,99.5409413626449,-4.423480925729194,-4.976071447968152,97.61013331124126,102.58620475920942,0.5125562350343337
2003,1128,67.84615384615384,65.32884615384616,103.95368924857551,99.35615964043326,98.84437315563365,107.22178644576391,-8.377413290130264,-12.549183653346141,92.64814144894862,105.19732510229477,0.5936926458757408
2003,1129,65.89285714285714,69.31696428571429,95.08366852607027,96.45037884021004,94.39209262489162,96.97904356956315,-2.5869509446715284,-1.159513729589355,99.51023918369135,100.66975291328072,0.4676036937686276
2003,1130,79.65517241379311,71.39310344827587,111.63592782536952,107.67876567202816,116.84991391680761,102.82004458071825,14.029869336089362,9.192659190172925,104.70067096328572,95.5080117731128,0.6081985957800629
2003,1131,68.1,66.38666666666667,102.47101658993337,95.40718660990781,101.08784230601565,97.69443875680125,3.3934035492143977,-3.772402632124232,97.65066864688878,101.423071279013,0.6573341974738987
2003,1132,66.48148148148148,67.82314814814815,97.9430512845703,104.40861043338492,97.39543813853543,102.1262930255234,-4.73085488698797,1.5879651798351913,102.11065611131276,100.52269093147756,0.36021336813974647
2003,1133,72.3103448275862,70.94913793103449,102.12031824203636,101.92308182210718,101.62961575997137,100.5779919063476,1.0516238536237665,1.1233431926955708,101.38651761163462,100.26317441893904,0.49837002079524045
2003,1135,73.96428571428571,70.875,104.50450627208353,101.91356610132448,102.85423650367093,104.3688970814075,-1.5146605777365636,-3.585439616464133,97.8562573779647,101.44169699442884,0.5469246612782075
2003,1137,57.67857142857143,63.43839285714286,91.39902841402441,93.2463327942604,89.4804712848287,95.36830464520129,-5.887833360372596,-4.122851562107383,97.85922905172495,101.98208061383232,0.4599726163368105
2003,1138,64.82142857142857,67.95,95.29013705627845,107.40221331232543,93.51377144899061,107.15717821556895,-13.643406766578337,-1.6288957838423066,100.21028836682316,101.83918415066547,0.2511989126811943
2003,1139,68.58620689655173,61.10344827586207,112.76188578068633,100.62455722850733,112.96282162574333,100.75689254552628,12.205929080217047,0.33792333016459325,100.11161627814924,99.77369294798464,0.7462875823875065
2003,1140,72.45161290322581,65.60564516129033,110.68226037784746,95.47340918704515,111.39427437613867,90.61322689407815,20.781047482060515,5.988990653178114,105.25901128593334,99.27002063275523,0.7932671120978889
2003,1141,79.34482758620689,72.30172413793103,109.55759931936498,101.38301619538301,108.93511507266616,100.8508797056069,8.084235367059264,-0.06454804246532894,100.51955048610485,100.58409852857018,0.6771704397216196
2003,1142,67.51724137931035,69.10000000000001,97.75901785935733,98.84531473587937,96.51879694544311,100.1012584849318,-3.5824615394886905,-2.5709764696418587,98.73223248999214,101.303208959634,0.4770278871895729
2003,1143,74.48275862068965,70.92586206896551,105.22702201909625,98.70883049162897,108.42937742911634,94.53431037002738,13.895067059088959,6.671880259395705,104.18573656215936,97.51385630276366,0.6585082087221704
2003,1144,65.03846153846153,68.96346153846153,93.84214134064345,113.76098574051487,89.6163758018171,116.88190609008471,-27.265530288267612,-7.03018966939093,97.42161020331766,104.45179987270859,0.1371013963489457
2003,1145,70.25,70.73392857142856,99.59093681451725,100.52373695380506,98.57079911704115,101.17353284703007,-2.602733729988927,-1.7800464537991385,99.42180153902396,101.2018479928231,0.48131127238692994
2003,1147,72.625,71.909375,100.71929540845503,108.99614406275879,99.0001966502363,112.9562546523115,-13.956058002075196,-4.970898338646789,96.39652879607296,101.36742713471973,0.30643640378998444
2003,1148,67.53571428571429,65.25089285714286,103.53903905192615,103.8341631405,99.15426739548754,107.86200291223884,-8.707735516751299,-8.110908228237019,96.22662988809455,104.33753811633156,0.4864390700299165
2003,1149,64.6923076923077,66.70769230769231,97.21599936541446,97.49884537638516,92.62440607854401,102.15501936688676,-9.53061328834275,-9.479593165529566,95.51385772638112,104.99345089191068,0.4988404538330054
2003,1150,68.44827586206897,68.82155172413793,99.39206977370662,101.80479336655794,103.70755891420195,97.98703590047525,5.720523013726705,8.011303206594274,103.80598770048259,95.79468449388833,0.44812416290825086
2003,1151,79.82142857142857,72.14285714285714,110.94882682833669,104.88078834663702,107.97552603665028,107.08776819154562,0.8877578451046588,-4.610860338912308,97.98957815686242,102.60043849577472,0.6224298096672465
2003,1152,63.2,68.1175,92.73890449814336,110.4175746839869,91.0817549388435,111.60215548805715,-20.520400549213647,-2.811537240854784,99.03470632435169,101.84624356520648,0.1666029608592053
2003,1153,67.32142857142857,65.37232142857142,102.73426885057215,94.6504105075984,106.86276827750495,90.06659627524758,16.79617200225738,8.877754181498839,105.12181371531824,96.2440595338194,0.6725753429491079
2003,1154,63.083333333333336,69.28958333333334,91.01959314245015,103.7550265940685,88.72342078052439,105.3870390472991,-16.663618266774705,-3.972741677731067,98.47614506882731,102.44888674655836,0.2398109854019577
