Season,TeamID,TeamName,Games,Wins,WinPct,Avg_Score,Avg_FGM,Avg_FGA,Avg_FGM3,Avg_FGA3,Avg_FTM,Avg_FTA,Avg_OR,Avg_DR,Avg_Ast,Avg_TO,Avg_Stl,Avg_Blk,Avg_PF,Avg_Poss,Avg_Opp_WinPct,Last30_WinRatio
2003,1102,Air Force,28,12,0.42857142857142855,57.25,19.142857142857142,39.785714285714285,7.821428571428571,20.821428571428573,11.142857142857142,17.107142857142858,4.178571428571429,16.821428571428573,13.0,11.428571428571429,5.964285714285714,1.7857142857142858,18.75,55.16160714285714,0.5306436123216673,0.25
2003,1103,Akron,27,13,0.48148148148148145,78.77777777777777,27.14814814814815,55.851851851851855,5.444444444444445,16.074074074074073,19.037037037037038,25.85185185185185,9.777777777777779,19.925925925925927,15.222222222222221,12.62962962962963,7.2592592592592595,2.3333333333333335,19.85185185185185,70.98333333333333,0.4897789492977562,0.5714285714285714
2003,1104,Alabama,28,17,0.6071428571428571,69.28571428571429,24.035714285714285,57.17857142857143,6.357142857142857,19.857142857142858,14.857142857142858,20.928571428571427,13.571428571428571,23.928571428571427,12.107142857142858,13.285714285714286,6.607142857142857,3.7857142857142856,18.035714285714285,66.83392857142857,0.5724921319304463,0.5
2003,1105,Alabama A&M,26,7,0.2692307692307692,71.76923076923077,24.384615384615383,61.61538461538461,7.576923076923077,20.76923076923077,15.423076923076923,21.846153846153847,13.5,23.115384615384617,14.538461538461538,18.653846153846153,9.307692307692308,2.076923076923077,20.23076923076923,77.14615384615385,0.4152284497112083,0.25
2003,1106,Alabama St,28,13,0.4642857142857143,63.607142857142854,23.428571428571427,55.285714285714285,6.107142857142857,17.642857142857142,10.642857142857142,16.464285714285715,12.285714285714286,23.857142857142858,11.678571428571429,17.035714285714285,8.357142857142858,3.142857142857143,18.178571428571427,67.85625,0.4580616587389986,0.375
2003,1107,SUNY Albany,28,7,0.25,65.92857142857143,24.035714285714285,57.464285714285715,7.928571428571429,22.178571428571427,9.928571428571429,13.535714285714286,8.25,20.25,11.928571428571429,12.571428571428571,6.857142857142857,2.0357142857142856,15.892857142857142,68.21517857142858,0.48525651308981993,0.2857142857142857
2003,1108,Alcorn St,33,14,0.42424242424242425,69.0909090909091,24.939393939393938,58.72727272727273,5.212121212121212,16.333333333333332,14.0,20.939393939393938,13.121212121212121,23.21212121212121,13.848484848484848,18.454545454545453,8.181818181818182,3.515151515151515,19.666666666666668,74.00681818181818,0.45585913926431165,0.6
2003,1110,American Univ,30,16,0.5333333333333333,66.36666666666666,23.166666666666668,53.53333333333333,8.766666666666667,23.133333333333333,11.266666666666667,16.533333333333335,10.0,23.133333333333333,14.233333333333333,13.166666666666666,6.4,1.7333333333333334,18.133333333333333,64.55333333333333,0.4834371617478774,0.625
2003,1111,Appalachian St,26,16,0.6153846153846154,83.26923076923077,28.615384615384617,64.5,7.1923076923076925,21.96153846153846,18.846153846153847,26.192307692307693,13.0,25.307692307692307,15.23076923076923,16.192307692307693,9.846153846153847,4.615384615384615,18.692307692307693,80.13365384615385,0.4368152919877058,0.42857142857142855
2003,1112,Arizona,28,25,0.8928571428571429,85.21428571428571,30.321428571428573,65.71428571428571,7.035714285714286,20.071428571428573,17.535714285714285,25.0,15.178571428571429,27.642857142857142,17.642857142857142,14.785714285714286,8.464285714285714,4.214285714285714,17.75,77.19642857142857,0.551867934326122,0.8571428571428571
2003,1113,Arizona St,29,18,0.6206896551724138,75.96551724137932,27.20689655172414,56.89655172413793,4.0,12.586206896551724,17.551724137931036,26.20689655172414,13.689655172413794,23.310344827586206,15.551724137931034,14.0,5.206896551724138,4.241379310344827,19.413793103448278,69.65517241379311,0.5818783913740954,0.42857142857142855
2003,1114,Ark Little Rock,28,16,0.5714285714285714,70.03571428571429,23.857142857142858,53.214285714285715,6.785714285714286,18.285714285714285,15.535714285714286,22.428571428571427,10.535714285714286,22.857142857142858,11.5,15.964285714285714,6.607142857142857,2.357142857142857,20.5,69.29642857142856,0.47285948349496143,0.6666666666666666
2003,1115,Ark Pine Bluff,28,4,0.14285714285714285,54.5,19.25,54.285714285714285,4.75,16.857142857142858,11.25,17.607142857142858,9.964285714285714,21.035714285714285,10.178571428571429,19.107142857142858,7.964285714285714,2.75,20.25,71.79196428571429,0.4811070565996674,0.42857142857142855
2003,1116,Arkansas,28,9,0.32142857142857145,61.642857142857146,21.821428571428573,55.57142857142857,6.071428571428571,19.571428571428573,11.928571428571429,19.571428571428573,14.535714285714286,23.428571428571427,9.821428571428571,16.678571428571427,6.464285714285714,3.5357142857142856,20.928571428571427,67.01071428571429,0.6300157653439573,0.25
2003,1117,Arkansas St,26,11,0.4230769230769231,71.11538461538461,23.692307692307693,54.69230769230769,7.923076923076923,21.346153846153847,15.807692307692308,21.423076923076923,10.961538461538462,20.384615384615383,11.923076923076923,13.26923076923077,7.153846153846154,1.6538461538461537,21.423076923076923,67.17596153846154,0.47742147459622003,0.4
2003,1119,Army,25,3,0.12,53.68,19.6,47.6,5.88,16.52,8.6,12.72,7.92,21.56,11.72,17.36,5.56,1.6,19.32,63.082,0.4808929308239653,0.0
2003,1120,Auburn,30,19,0.6333333333333333,70.1,25.7,54.7,5.633333333333334,16.333333333333332,13.066666666666666,19.733333333333334,11.933333333333334,22.566666666666666,13.4,15.9,8.033333333333333,4.966666666666667,16.366666666666667,68.04,0.5722472566142848,0.3333333333333333
2003,1122,Austin Peay,27,20,0.7407407407407407,69.70370370370371,23.555555555555557,52.074074074074076,6.0,17.185185185185187,16.59259259259259,24.0,10.62962962962963,24.22222222222222,13.407407407407407,15.222222222222221,7.037037037037037,4.666666666666667,18.666666666666668,68.06666666666666,0.4612466096503916,0.875
