Season,TeamID,DPM_AdjO,DPM_AdjD,DPM_Net,DPM_Momentum,DPM_Volatility,DPM_Schedule,DPM_HCA,TeamName
2003,1102,101.45043980209205,102.5933282935692,-1.1428884914771515,1.0930269212994952,17.137452555499237,0.17172273099513374,3.267886034170338,Air Force
2003,1103,102.97975920421477,102.9000735749366,0.07968562927817402,0.2290045665971219,12.896654398415555,0.05183845772417819,3.267886034170338,Akron
2003,1104,102.51556283256066,102.31042429470686,0.20513853785379865,-1.2353502612545384,21.36397951948742,-0.2126875513542083,3.267886034170338,Alabama
2003,1105,101.52318541481789,101.58671997882301,-0.06353456400512414,-6.426614074838682,16.38249240341571,-0.012510455256065364,3.267886034170338,Alabama A&M
2003,1106,100.77891024039101,101.00220932404379,-0.22329908365277618,-4.306556736126034,14.49231850186987,0.13287753259337873,3.267886034170338,Alabama St
2003,1107,101.51092293606257,103.15560223507364,-1.6446792990110737,-33.07943416757345,15.07662600083193,0.5064402091560355,3.267886034170338,SUNY Albany
2003,1108,101.3698809823583,101.1576113929479,0.21226958941039697,-4.573806238062217,14.09968402342836,0.1096056700110862,3.267886034170338,Alcorn St
2003,1110,103.29776358553659,101.34457889332283,1.9531846922137532,11.416424411083463,20.44368993182711,0.0976869780866629,3.267886034170338,American Univ
2003,1111,101.77031273795316,102.0280220597865,-0.25770932183333173,-14.112727540532045,21.163888619738145,0.07839125556577693,3.267886034170338,Appalachian St
2003,1112,102.92224192500917,101.39193774565582,1.530304179353351,4.822151394354244,14.249933818084797,0.015145134295708325,3.267886034170338,Arizona
2003,1113,103.02272151367748,102.49042036459296,0.5323011490845175,9.386142673282798,19.829411573775122,0.2651368593654003,3.267886034170338,Arizona St
2003,1114,101.82548423472778,102.23515422915474,-0.40966999442696306,-11.786446531641811,15.64763861179204,-0.0031058105313134803,3.267886034170338,Ark Little Rock
2003,1115,100.27563755953065,101.27824350937658,-1.002605949845929,-10.294117647058824,15.459770972413107,0.19859671099612725,3.267886034170338,Ark Pine Bluff
2003,1116,100.26226193228963,102.2798350429666,-2.017573110676963,-26.93029570958883,18.010191915869733,0.4528132366658316,3.267886034170338,Arkansas
2003,1117,102.72530556982302,102.7070807406603,0.018224829162718947,-8.90207715133531,21.69914919218878,0.04988311726243354,3.267886034170338,Arkansas St
