Season,TeamID,Score,Poss,ORtg,DRtg,AdjO,AdjD,AdjNetRtg,SOS_NetRtg,SOS_ORtg,SOS_DRtg,Expected Win%,WTeamID_x,Actual Win%,Luck,WTeamID_y,ClutchWin%
2003,1102,57.25,55.16160714285714,103.75471665561231,103.81539802579768,99.32398157627576,101.73711968046338,-2.413138104187624,-6.505776923159249,98.69634255444043,105.20211947759968,0.5691169091821375,1102.0,0.42857142857142855,-0.14054548061070898,1102.0,1.0
2003,1103,78.77777777777777,70.98333333333333,110.56513300980569,110.62762209463617,103.29953715310012,103.47369450042945,-0.1741573473293272,-0.987436046821943,102.86002933571473,103.84746538253665,0.4617410938283994,1103.0,0.48148148148148145,0.01974038765308206,1103.0,1.0
2003,1104,69.28571428571429,66.83392857142857,103.36997383517628,98.05506794939883,104.93737708073773,95.24461150795419,9.692765572783543,3.952079140207751,102.774579350026,98.82250020981826,0.625062719518314,1104.0,0.6071428571428571,-0.017919862375456952,1104.0,1.0
2003,1105,71.76923076923077,77.14615384615385,92.99917414975786,100.98188642902922,91.29954890563445,110.56513097398343,-19.265582068348976,-18.068819836481246,86.18201260062237,104.25083243710364,0.4025338685398896,1105.0,0.2692307692307692,-0.13330309930912038,1105.0,1.0
2003,1106,63.607142857142854,67.85625,93.64822021684986,94.46018222934309,95.47437720116297,100.17329554098944,-4.698918339826477,-7.868948039243388,94.31502765044327,102.18397568968666,0.5392624184646262,1106.0,0.4642857142857143,-0.07497670417891189,1106.0,1.0
2003,1107,65.92857142857143,68.21517857142858,96.40815152189718,109.29221423577405,88.94632831461311,113.65539775396982,-24.70906943935671,-10.788967236964092,95.37638546867005,106.16535270563415,0.13008028098344204,1107.0,0.25,0.11991971901655796,1107.0,1.0
2003,1108,69.0909090909091,74.00681818181818,93.57364302543706,98.3649953314648,93.831205827859,105.87405248464212,-12.042846656783126,-9.263469202961465,92.1441529923587,101.40762219532016,0.35474159558454593,1108.0,0.42424242424242425,0.06950082865787832,1108.0,1.0
2003,1110,66.36666666666666,64.55333333333333,103.16370970815234,96.31183349893368,104.20461170656698,97.45034133348183,6.7542703730851485,-6.2129922006213825,94.9890706889009,101.20206288952228,0.8445810336176618,1110.0,0.5333333333333333,-0.31124770028432847,1110.0,1.0
2003,1111,83.26923076923077,80.13365384615385,104.02947684191996,102.09029604755922,100.75695809091188,101.51857994387629,-0.7616218529644101,-6.016309307460581,97.90442868029035,103.92073798775094,0.6090065228299046,1111.0,0.6153846153846154,0.006378092554710779,1111.0,1.0
2003,1112,85.21428571428571,77.19642857142857,110.62362621769137,91.7822112656041,111.60729890053896,88.25640957343968,23.35088932709928,2.833598345639412,103.06293561567816,100.22933727003874,0.9673858504766684,1112.0,0.8928571428571429,-0.07452870761952546,1112.0,1.0
2003,1113,75.96551724137932,69.65517241379311,109.23105544618178,98.75144242793753,108.76287828057491,94.85335075382095,13.909527526753962,-0.7347796157551554,100.69862507328881,101.43340468904397,0.8824636226793778,1113.0,0.6206896551724138,-0.261773967506964,1113.0,1.0
2003,1114,70.03571428571429,69.29642857142856,100.81662506162601,100.05526461401676,98.89221511208316,101.4501087091156,-2.5578935970324324,-6.000869315339078,97.15589034597278,103.15675966131187,0.5479177119919719,1114.0,0.5714285714285714,0.023510859436599474,1114.0,1.0
2003,1115,54.5,71.79196428571429,75.72401940836792,102.64907366515823,74.18144295735287,131.9478615620616,-57.76641860470873,-2.9284258770865,96.30970940344704,99.23813528053354,0.001254390366281987,1115.0,0.14285714285714285,0.14160275249086085,1115.0,1.0
2003,1116,61.642857142857146,67.01071428571429,92.19146016237559,99.7338993455718,92.90295043661855,105.40649217750426,-12.503541740885709,2.7379536696800906,101.3733380835735,98.6353844138934,0.1154039136979428,1116.0,0.32142857142857145,0.20602465773062867,1116.0,1.0
2003,1117,71.11538461538461,67.17596153846154,105.83859599257609,105.21868762311189,101.29766280834913,102.98809299247881,-1.6904301841296814,-7.094640740377724,96.79833094540453,103.89297168578224,0.6137732062217762,1117.0,0.4230769230769231,-0.19069628314485315,1117.0,1.0
